row ID,row m/z,row retention time,Blank_202404241731_EB_dbgi_mapp_blk_pre02.mzML Peak area,Blank_202404241731_EB_dbgi_mapp_blk_pre03.mzML Peak area,Blank_202404241731_EB_dbgi_mapp_blk_pre01.mzML Peak area,Blank_202404241731_EB_dbgi_mapp_blk_pre04.mzML Peak area,Erythroxylum_coca_202404241731_EB_dbgi_003208_01_01_Luca.mzML Peak area,Erythroxylum_coca_202404241731_EB_dbgi_003208_02_01_Luca.mzML Peak area,Brugmansia_insignis_202404241731_EB_dbgi_003224_02_01_Luca.mzML Peak area,Brugmansia_insignis_202404241731_EB_dbgi_003224_01_02_Luca.mzML Peak area,Erythroxylum_australe_202404241731_EB_tp24_000007_02_02_Luca.mzML Peak area,Erythroxylum_australe_202404241731_EB_tp24_000007_01_01_Luca.mzML Peak area,
761,609.1813659667969,3.2171833000000003,0,0,0,0,0,0,0,0,42788.81579670316,2080849.306953457,
762,298.1544952392578,3.4731899999999998,0,0,0,0,0,0,1221445.6400777567,1027998.7606365418,0,0,
763,329.31592450823103,8.004404000000001,499.9616092528706,0,0,0,745467.0388184037,1080050.6170023454,644336.6800106886,680113.9108469969,834539.7004454704,588757.5988734512,
764,344.14924875966386,5.614198833333333,0,0,0,0,2213.608250375789,0,0,0,24394.908903304466,910545.559283619,
765,320.14816665649414,2.269049625,0,0,0,0,0,0,256603.9406709832,123025.46602062232,365155.6710532927,2067539.557909424,
766,534.4881083170573,11.398434333333334,0,0,0,0,4047897.460642547,3970200.499213707,4453041.846503948,4400389.495712896,173292.6209313283,1954625.0515562142,
767,173.1173267364502,6.592126625000001,0,0,0,0,870.1195002715576,0,4161.1141716179945,0,420050.5530975431,30159.718990969253,
768,158.08125,1.7662011199999998,31044.48264762378,30959.237094833476,31366.992968499,26478.597791871107,2857866.4188808617,3200500.2708673566,4264684.473158155,4430455.378291453,204806.38173433585,1013257.0353574919,
769,203.00378926595053,0.71495066,0,0,0,0,1972592.0021891461,1866431.2319871702,3177781.7757585635,3124707.654079872,371788.24714313535,1180129.4452721444,
770,629.473642985026,11.544082333333334,0,0,0,0,0,7123.072368515331,0,0,15597.422395313502,951776.4572682525,
771,376.31920369466144,9.459911400000001,0,0,0,0,417802.1886886875,301227.6544269479,1013566.7380828961,1826862.7765309368,1703666.996223359,539051.6410919523,
772,780.5535147530692,11.64528342857143,662.4816884766221,0,0,0,1.914904398851255E7,2.3127986973937567E7,1.2589046192143338E7,1.235658123696745E7,124325.08335421761,5746347.977338156,
773,328.24796753138423,5.13941113,2798.5098732920715,1891.1686935124253,2427.6724400514713,2592.760445653481,1669.9758700444263,2258.3952339050866,8290.469046327466,8860.48614640649,33420.49049183439,773861.7870925778,
774,880.5250244140625,9.0442592,0,0,0,0,0,0,0,0,0,2882974.5149507555,
775,451.1587829589844,3.1551943,0,0,0,0,0,0,0,0,0,2374597.5996533297,
776,330.1915283203125,3.1189641999999997,0,0,0,0,0,0,0,0,28094.753241433755,701315.2077890562,
777,277.1278991699219,4.64516298,144007.76089981914,143128.7778262008,156760.91965586488,145233.5706780674,155273.60018496987,187385.07594652195,246487.4105142947,267475.19318570546,605466.8105687689,319730.3484989617,
778,346.16493860942586,3.4652552166666664,0,0,0,0,7898097.882443058,8092799.815357499,326600.4334031822,26789.06928951526,125068.87448283998,4109270.7699040323,
779,298.15435791015625,3.8333877000000003,0,0,0,0,0,0,1261898.330031774,1430913.9712176898,0,0,
780,294.1338005076904,2.46231745,0,0,0,0,1906043.8987738192,1620915.7105380234,0,0,5606.38486815745,162266.5232050902,
781,404.1700744628906,4.3797976,0,0,0,0,0,0,0,0,59412.32477584923,2383328.006844403,
782,146.05394516635744,0.9579602170000001,2186.5549049145866,1259.715740597539,5216.81279492029,4007.032423632909,122580.23166922684,98697.38993075123,219280.4047986639,277300.7145109674,2730777.819736373,4080317.435455513,
783,572.3268127531738,4.859529725,0,0,0,0,0,0,4060.419554008111,23375.017571735392,2159215.024754943,3.0736612941892296E7,
784,898.533447265625,8.7367696,0,0,0,0,0,0,0,0,0,906086.1408437268,
785,158.08133697509766,1.52312,25983.059814988763,20856.192555964608,23910.610663905776,22028.57399662613,2582690.6358195017,3231190.7576000644,3104107.2016448854,3854704.0426604073,137817.96893579728,727383.2411613876,
786,228.15943908691406,1.4708752500000002,0,0,0,0,0,0,0,0,12794.026760689409,1214801.2383846932,
787,370.1707397460938,2.09990412,0,0,0,0,96374.80776297668,58048.03259444602,0,7504.033820038973,514704.7266758771,791389.3475310726,
788,885.4783782958984,9.032079,0,0,0,0,0,0,2171.949741005818,0,0,3313060.3105371124,
789,578.3380126953125,2.69089215,0,0,0,0,0,0,0,0,1740309.179336869,704327.7425829791,
790,433.1612854003906,3.1191914,0,0,0,0,0,0,517234.28736603656,345472.8083585859,0,0,
791,372.1802724202474,4.692240233333333,0,0,0,0,0,0,0,7301.5531972410145,18417.85593914185,1901280.5194101972,
792,210.0971351623535,0.6551772760000001,48700.18494820786,49993.05546224349,47589.19035144104,39906.27131130143,1.5573884919055574E7,2.0776018608753026E7,245335.16735931629,365137.92502173496,1426511.3196788826,6930505.888154789,
793,202.1075416586914,0.816338247,16646.455769969198,14278.630537709534,12151.011780559673,9333.039837067421,1409435.8028684843,1691727.1206919558,740923.4603344674,731541.5800188332,2497200.3242358584,4.291449554372678E7,
794,296.2583109545695,5.839410333333333,0,0,0,0,5551.056705521868,7883.640685810157,1527.400612067739,4167.783103245953,21817.38650469765,682511.269564163,
795,775.4227294921875,7.9443478,0,0,0,0,0,0,0,0,0,900568.2004642914,
796,279.1439437866211,1.9336731,0,0,0,0,0,0,0,0,2098004.8200818035,148623.36336680868,
797,420.1866119438599,2.5677021800000004,20008.3179213234,20282.921766010604,20479.43697382007,20138.586153557564,2282368.7856549933,2232076.0548299253,1.0311976167560788E7,1.2261500838499643E7,65512.77145032124,730037.5896495639,
798,407.25823466300454,5.483397177777778,1472.9768482368154,374.6039242532979,0,567.2594163567067,96683.91336166477,103415.23284803926,380349.6284373092,431382.19261284545,7785.620845224565,118641.16255952828,
799,273.1852722167969,5.84379893,3936.339578217171,4592.635456238158,4326.971256020948,3828.3853280463813,11656.434688015,11549.04371075382,10326.76999072335,14007.85617385251,550377.6554593327,32139.29410559208,
800,409.18304104577635,2.7225269666666665,26048.87012252561,24922.32796881932,22669.18293940415,23093.03315271096,5598.64829418449,0,936126.5574958366,893208.9771990482,113582.48082154617,134331.60998853474,
801,306.2790876128802,9.157704328571429,0,0,896.231988591026,0,502174.0290079878,485021.74400028936,493381.0165072386,434360.4622583092,397824.92735573923,462115.29494429915,
802,327.2164047254395,5.966613720000001,3212.8912508921635,2801.4683508628623,3855.0317832011137,2956.332730711955,1312.67426719185,1190.6465071463704,5619.7142511908605,10350.617833497075,674840.6825702904,39731.46933192585,
803,347.2374788927918,6.899377483333333,0,0,0,0,163184.05002608115,206480.74814861425,325253.8110870064,487734.7365142221,12157.231094096753,89680.2258018161,
804,177.16321563720703,3.2614526,0,0,0,0,274396.94090512465,424383.7268672223,0,0,0,0,
805,265.2006530761719,3.13975575,0,0,0,0,0,0,0,0,343484.88224153395,6368860.328108209,
806,723.429046634196,9.656556966666669,0,0,0,0,0,0,12836.980671282863,0,8660.497827599396,3041680.5902314354,
807,367.26321716870115,8.299685409999999,7008.43541011609,7351.965743930983,8955.766873767929,4938.7379076746765,2011023.3925413943,2652210.8987591485,2696645.9626039863,3574807.823135499,315844.5259300858,2216230.8803490405,
808,544.4207305908203,10.159567,0,0,0,0,0,0,0,0,3055933.404513596,98988.96685042708,
809,584.4221252658205,9.33951954,1330.974004837197,1556.120011773583,8100.178830228109,2133.549816263784,2116844.8827805864,3256352.0872275447,4334700.020339435,5232121.494863382,497085.47990098514,2230083.601046905,
810,292.22483317057294,6.29931235,0,0,0,0,471714.37165219715,564249.1264951921,384639.1341561388,603508.3346722487,462196.73024193535,263769.0516528223,
811,301.12548828125,1.967173475,0,0,0,0,0,0,5901.050761801795,34565.96610046721,876089.5258692564,144071.75635174822,
812,859.479296882129,7.99082814,0,0,0,0,15676.609118584289,9821.423147561787,54551.62487417749,16088.496472085679,0,2083135.9878675367,
813,426.23244858535764,4.082573050000001,954.7082552083402,509.95844486938734,739.8591241651447,532.5712379956274,0,0,0,0,39969.66056146269,615938.4648687952,
814,182.1173553469645,4.100848266666667,0,0,0,0,5165413.315929121,5135603.518335068,768471.7721429078,338108.56125556974,6849.10327562889,218533.0458182519,
815,482.2596282976684,3.3300606999999998,0,0,0,0,0,0,0,0,782822.9481724736,68928.88677323824,
816,551.1999664306641,4.1106285,0,0,0,0,0,0,872318.9336573903,2422611.1976706716,0,0,
817,293.210920715332,6.81029991,8429.115125077189,7210.10415003692,9132.814498249145,7730.095822309844,40918.03535796709,51804.98670185401,65375.026884076084,40224.778086158345,397855.2310929708,856473.3074893019,
818,526.4072774294433,10.167467666666665,0,0,0,0,0,17382.29409020523,0,0,896866.5315990914,2465.8580815574182,
819,279.23165130615234,8.07253923,38134.55135875078,38861.18177621732,34976.8501920343,35343.8798800945,81260.43648334751,26730.976712743104,119185.29340549943,137419.33026888547,1.2312342608043185E7,1261616.1527350636,
820,919.5211639404297,8.8437011,0,0,0,0,0,0,1247.8699962010182,0,0,952641.8732720191,
821,476.1764717102051,3.4644117999999997,0,0,0,0,639292.4137756946,741028.8534960988,0,0,705841.2464006835,297104.1156535045,
822,139.9148826599121,0.592495565,0,0,0,0,391375.1057614874,436220.176284684,7130409.106892753,4655826.737873306,0,0,
823,332.2795359300944,7.226411511111111,7079.107578589494,5360.781470124719,4688.682893132023,7844.656629063663,3734.9047521678713,0,7813.158209867268,6604.19526329734,695401.411427918,24910.60939163698,
824,456.2806701660156,4.4957083,0,0,0,0,0,0,0,0,0,2247048.241401898,
825,618.426015218099,7.7056925833333345,0,0,0,0,155692.549024635,220946.74658568148,267262.9945220448,752007.5086016963,8296.950970376969,27078.610698034958,
826,222.11245155334473,2.38488675,153913.8128843564,154104.10023062667,156637.3113401483,149348.7221130583,104784.92461752,118221.56758812274,0,0,235293.63997925405,887605.0522461844,
827,732.561269124349,11.124176666666669,0,0,0,0,1664030.6399622778,1796854.0676665858,769873.7470380428,981295.0608617999,213712.9619186716,1156156.7109228438,
828,360.2020263671875,3.0959713,0,0,0,0,0,0,0,0,399848.3953491539,0,
829,360.1651331583659,2.864951583333333,0,0,0,0,18710.02510242182,15380.04413443333,32636.642547128355,69329.809640908,42225.16418250059,743054.4921567546,
830,144.05747604370117,2.0061716499999998,0,0,0,0,0,0,0,0,310388.21999295626,2650392.89840653,
831,335.23712158203125,7.5977319,0,552.977296347661,0,0,287562.05740099173,316683.6513892963,720442.3075035128,597933.5164708598,26833.778925339724,321690.1344342973,
832,376.2685317993164,6.1673834,0,0,0,0,0,0,0,0,476989.2398501051,27258.403180037058,
833,279.23187561035155,7.4997047199999995,33670.83828465837,32318.38809490793,31425.438630103316,30752.396993339484,243353.08924620732,193169.68483041748,301598.39311759546,412018.9112436597,1.2357742841058971E7,2006670.284217982,
834,193.03428395589194,0.82445964,0,0,0,0,5932420.45756478,3966179.139470452,555882.5955088312,3063417.181402638,686181.9541128137,3860560.3158564726,
835,800.6179402719321,11.3034585,0,0,0,0,323139.710637653,19233.769040376093,220160.1976147327,1103908.459254199,54633.632105888435,27939.348593846753,
836,493.35077286727903,8.689631625,0,0,0,0,2763.480184964297,4540.281021640051,0,0,4146215.2538381754,84602.00072577447,
837,418.2863349914551,8.688086199999999,0,616.6020041177094,584.4166519773482,0,380608.3452963509,445047.38393079664,1220500.7734513562,960904.1953705081,28844.687692882708,92475.76416821603,
838,174.89605102539062,0.5979053779999999,0,0,0,0,36110.22052170946,99692.00722459206,1640982.9198936112,6562448.450692437,0,1495703.45603085,
839,314.2685394332886,8.24737328,16397.89319931199,12676.036612536956,7156.057172086566,11120.61910050916,5614.87963830183,7372.954041492183,14252.88936038616,14673.944292005059,1450643.7357159618,124012.11739385063,
840,225.14821014404296,2.72146848,5590.810106158771,6009.928943500082,4902.00438610688,4155.895866610089,88387.22360173822,60488.72239331327,1267077.546237705,1524311.462916682,97693.15105100397,133024.444498804,
841,379.09960174560547,3.29295045,0,0,0,0,0,0,0,0,627952.5837163215,1444220.0909174674,
842,293.2106002807617,7.294413180000001,26342.25020454128,29976.858605748206,29591.022982408344,26258.068477597317,359857.65834512823,29750.777616603995,1673185.8676941276,2542777.9625289,8833280.732112324,1190921.5876869059,
843,311.2218673751098,7.29684233,8887.886283958755,6682.4781450464625,9313.505091921415,8891.72603886795,35265.57575063771,36061.32759878094,124991.40790570072,129817.40920954314,3759173.2618344827,198801.08574922217,
844,353.2302536062865,5.3826852899999995,3702.151860727592,3179.335937269397,3733.331439060632,3491.1320563580866,24817.03189221451,21039.457871835664,11515.581683544653,11888.050099391385,1064638.24765734,83471.65895567625,
845,536.3693603515625,8.57470548,0,0,0,0,2118690.7084855046,401903.94115243055,2428.5005014454755,0,12867.503086746197,27220.124226654596,
846,790.5590133757935,10.3147839,75136.79402706304,73345.32925844233,43885.432216684996,81228.79444154297,42241.67217108281,71025.90773036229,29398.231553086334,27410.103102834713,30505.128799255843,4841843.6101081325,
847,292.1542510986328,2.236482625,0,0,0,0,0,0,720021.6046303099,840740.179094947,6.784561138861008E7,1.3041773264733845E7,
848,336.3266160767415,9.461760599999998,0,1744.203191917623,1969.35430603924,594.9932722416637,528019.3405362561,414760.1082608306,590823.2564119413,645087.5737342124,980675.7412232287,443380.01539717073,
849,455.22536214192706,3.9357937666666665,0,0,0,0,148575.15901799462,242748.5792322195,20044.308236367142,27600.357792561892,484265.5231540706,202193.29332011685,
850,311.2369613647461,10.055312666666667,0,0,0,0,234277.28643744142,330330.98994046316,534599.3866797372,723688.3804684139,185246.83980231677,2430306.6576192672,
851,333.2040729539642,6.026390037500001,0,0,931.0405095391699,436.2380955006776,25605.395180926946,8800.312400394756,31132.37306489102,96037.39810553326,794321.8300717953,89210.70615367594,
852,698.5200042724609,10.9039175,0,0,0,0,0,0,0,0,847310.6564449327,84234.69563935365,
853,314.19600677490234,2.97746515,0,0,0,0,0,0,0,0,358937.85262431845,82699.60451303904,
854,632.4416870117187,9.53210788,0,0,0,0,44132.36805404042,60703.099163920764,533057.3100409638,651252.3771277524,0,50462.39657187468,
855,544.3334350585938,3.7664945,0,0,0,0,0,0,0,0,0,537685.0152814683,
856,402.17596435546875,3.29295045,0,0,0,0,0,0,0,0,154996.72069590018,567347.9352341791,
857,314.1232147216797,3.6857739499999997,0,0,0,0,0,0,0,0,280659.76831590175,508254.95192303846,
858,476.27678934733075,6.9855172166666675,0,0,0,0,86763.26146960472,115410.84553610183,350083.2190673932,563923.7909126495,46682.07656243,45160.161525322525,
859,395.27954102368165,7.547772675,0,0,0,0,0,0,2361.843073701342,4043.221961291111,2641656.4037857875,124425.80323027718,
860,518.3317565917969,6.57790375,0,0,0,0,0,0,365311.6768216213,1338796.1371677397,0,0,
861,429.23517990112305,2.2691407249999997,0,0,0,0,0,0,2285753.5697507923,2887857.105292965,889044.2943667199,513850.7447145483,
862,620.5288391328125,11.663358,0,0,0,0,2993.381886474367,10778.263492426744,3082.804690312918,2115.688380725272,2529654.848968728,177175.88694300238,
863,142.08630981445313,2.37396334,14880.399306652565,14011.882708750072,13504.0512353317,13245.446381849093,626394.2515526941,737349.5422238647,1682359.3809144043,1097406.798393419,60542.07888799639,370501.6908604704,
864,214.05251821486408,0.5666186616666667,0,0,0,0,6644972.9570113635,8109101.604644238,1.6335490429958126E7,2.3000212512503568E7,583421.2520249893,3427100.0653720503,
865,727.3000564619751,3.7466380499999996,0,0,0,0,0,0,0,0,838.7396925146511,714389.5504207388,
866,544.4209289663086,9.58103565,0,0,0,0,0,0,0,0,1702570.2421592784,102531.15923784238,
867,695.4329376348876,9.98750024,0,0,0,0,2840.6391327499286,32817.53823062127,33760.800304240496,12303.17953561492,0,1004365.820905717,
868,493.13294982910156,4.4341167,0,0,0,0,253278.3539058746,513176.33332402783,0,0,43381.99972564492,625624.5196313172,
869,725.4469706217448,9.301775800000001,0,0,0,0,0,1572.7881352293368,26354.621076354717,0,0,2280461.3290542075,
870,762.5476938984783,11.469788833333332,0,0,0,0,92195.0856764041,144523.599076489,209531.0622488655,381520.29121019127,2954.079898536057,431043.86637662584,
871,511.43686930918375,10.704429666666668,1200.8193243897285,1170.3005045288478,1010.6551513477762,2179.9900832152643,0,0,0,0,911852.5223296841,70611.80634547857,
872,552.4036254882812,8.3615283,0,0,0,0,0,0,1309622.8950306065,2725987.1925041554,0,0,
873,373.23236083984375,2.22560405,0,0,0,0,0,0,1333165.565712023,2197612.1608096627,174647.58694798555,106101.44984963523,
874,764.5317840599365,10.857354,41442.32304137658,28474.056010760458,45229.96595226578,33812.331035419615,286414.269052963,352858.69749011885,1.3811235807282524E7,1.5597527047713775E7,106944.45285378197,158776.85940175506,
875,351.2273483276367,3.0253315,0,0,0,0,0,0,0,0,418215.0533016049,74089.39167565957,
876,547.3606964204101,9.12873409,54655.50073210952,54290.671126760055,57005.23168782671,46206.72737837962,16277.993598218647,16431.155474609695,12965.955909490394,1785.2848309045253,1702956.0357189546,43459.3017396324,
877,595.1646881103516,2.9311705999999997,12261.139564776446,10870.833829732215,11872.188896677044,11147.949758996394,0,0,0,0,1083653.0547897592,5.072931003815618E7,
878,240.19541931152344,3.96707725,0,0,0,0,0,0,0,0,311887.8850940956,7544603.370631029,
879,337.27316453987635,7.4801891,565.0729757915143,439.4432584529814,467.16314812972,0,69032.02889547044,38199.551518183755,527974.5022432818,2305826.9073584434,120764.89353930755,50127.179026243655,
880,333.2069854736328,3.2398081000000003,0,0,0,0,0,0,0,0,444033.3739978484,74001.55371649208,
881,579.3069000244141,3.6538274,0,0,0,0,0,0,466480.16623855307,1104871.9834558018,0,0,
882,345.09678649902344,5.5165784,0,0,0,0,0,0,0,0,604800.3122395581,25229.24016205729,
883,300.1800944010417,2.919522066666667,0,0,0,0,0,0,1236664.8004990832,559101.0712172464,37430.77790737351,0,
884,309.9742797851562,0.49411441600000006,0,0,0,0,153839.1392116647,250033.9378030055,162380.39673307387,1285636.3466429736,0,211332.80658189117,
885,493.3512420730591,8.6255935,0,0,0,0,1060.7391551679661,2421.1160574639343,0,0,2117806.652702879,45404.60122175867,
886,937.5855224609375,11.6741678,108405.7131076976,99133.76827454612,146080.01937812875,92121.12917132123,8665585.5946368,9168811.785946885,8915430.606503421,9117379.74057889,1406586.998569574,7069642.046915608,
887,594.5108337453125,11.841426199999999,0,0,0,0,0,1785.471802734356,862.0780523730041,3261.40488869376,2293436.1393025382,189835.04354513646,
888,773.192138671875,3.1807524000000003,0,0,0,0,0,0,925632.2577189351,1681352.6282420368,0,0,
889,182.1530392964681,1.8193835833333336,0,0,0,0,1025608.4835063341,999474.3530955578,210119.77134401383,56660.48282080659,1639.12999955929,7688856.611432749,
890,333.2039886541992,6.29793817,2050.114825790479,2460.527618846288,4291.170116273528,3853.7049153489133,94223.07901898697,45114.15131410697,47428.82392429158,269802.63948373194,2852100.1083811577,619197.4594093953,
891,409.3456970214844,9.97115698,4782.4960491900165,3113.5086217879766,7709.934179049997,3472.5027326147624,26787.177660417834,23667.415132074886,421024.72365466994,412534.1949003152,10207.67687687936,6222.8301642731285,
892,170.1175045446438,1.9670520666666667,415.2709309270053,986.0524603754842,0,469.1065731382953,92376.61080273023,93198.78133256524,128364.01091588703,57613.94657180861,462012.8375524935,287910.5959052342,
893,233.18973922808837,6.588269674999999,0,0,431.98471253097875,0,0,0,108510.54020067141,422290.4213654878,0,3166.0853779120225,
894,551.4265950520834,11.192063833333334,0,0,0,0,25863.106391425397,22084.654918205488,25953.192516972496,59477.153865263506,1037301.2282354208,51108.41260909433,
895,756.5540466308594,11.9860876,0,0,0,0,1804233.5843517596,2499527.7896985416,272740.8792856645,248847.16084341565,0,228391.43292715232,
896,238.1800994873047,3.3756208,0,0,0,0,0,0,0,0,131639.92701657335,921192.5365290684,
897,289.2161127726237,9.538142483333333,0,0,0,0,210732.63689766926,232431.50136355893,2182474.9886352597,2530734.856248844,29135.2897138236,213049.65987799808,
898,585.4543660481771,10.410891999999999,0,0,0,0,0,0,896241.1589288637,1958582.7762652023,10506.421182655657,0,
899,887.4946441650391,8.658720200000001,0,0,0,0,1817.7966104737284,0,33642.34825665394,2495.1790844455127,0,2207283.897141684,
900,750.515380859375,10.636614,0,0,0,0,0,0,398461.92018760927,589085.4107346203,0,0,
901,229.14321009511312,3.90485825,1062.0933760166065,2324.643457550948,2676.5384394268553,2116.8467124828985,0,0,0,15977.68414192952,548509.1194619566,0,
902,400.37827555338544,8.1673671,0,0,0,0,53602.766444296445,0,0,0,4104.8394451286,822214.8992311475,
903,214.91762084960936,1.45852496,0,0,0,0,108081.46521039879,277420.1740014375,986148.1892208776,0,84696.58411755435,85399.02598761958,
904,433.3108612060547,9.275014599999999,0,0,0,0,341354.82299738465,574696.4362677936,398743.29341429425,557679.0355892624,0,51694.822432857785,
905,334.16468811035156,3.09851735,0,0,0,0,0,0,0,0,946461.2420345589,1977721.308196356,
906,175.14799118041992,3.75628745,0,0,0,0,316458.4625981259,372638.058362321,0,0,14305.963861482349,18589.28757625491,
907,759.3909606933594,7.418265000000001,0,0,0,0,0,0,16143.938392066157,0,654.551558349532,1992510.4147766244,
908,628.3812408447266,3.7662483499999997,0,0,0,0,0,0,0,0,2263184.255185719,295071.7291390323,
909,606.4752807657715,10.450328200000001,0,0,0,0,0,1218.797345713405,3851.3724415138067,1884.4463346677187,1829218.6506971482,154743.0893465922,
910,267.1333465576172,1.731788075,0,0,0,0,0,0,713038.0287380385,552134.4878743301,167069.7310070634,34408.770661063245,
911,256.1895790197754,3.3177873499999997,0,0,0,0,0,0,46233.62025744054,33696.000937499826,436053.0598383691,8344725.153520576,
912,335.2182197630676,7.809193710000001,2910.4967375610145,572.4362769141384,2295.795972062335,3455.7590451646834,10696.031555713504,8423.304890648484,40563.76949346265,36401.4150847186,1380274.775086049,174285.51823935925,
913,553.2772979736328,7.36753143,5055.02668362455,4478.825735946684,6117.049874247746,4397.38133322505,431167.93238398514,429229.985657843,1477415.3638844932,2340438.9760539625,40796.42840750833,9871.602309898077,
914,487.2903747558594,6.57790375,0,0,0,0,0,0,118609.1178123073,448515.2108644679,0,0,
915,366.2273368835449,4.781377125,0,0,0,0,0,0,1825.969727779652,4248.895291528381,29032.02732393576,643017.3164613965,
916,228.15643058173282,2.7132033222222223,1794.2920179459077,1724.376611020378,2016.3208050303947,0,124434.17881873756,10639.462202995493,970348.7450805253,425017.5544656624,1629081.2535397552,4201679.5039926935,
917,507.3297920227051,8.245183275,0,0,0,0,0,0,962.7907017452587,8638.000356287037,988527.9854511834,65350.1634207775,
918,291.19535369873046,5.84704409,15551.501881309965,15256.81502372557,14811.120231010014,15777.544265481749,62895.83343374722,34668.48334434393,28961.22090272506,119818.78501498254,2074773.567229371,163384.833797095,
919,434.2018699661865,2.9028271625,3257.733417493265,3219.5589645311416,4065.3374401128217,4678.427858381834,14120.58796071382,0,320207.4231060912,436713.967861101,17610.389020998242,0,
920,235.056640625,0.5701822000000001,0,0,0,0,0,0,0,0,2724151.351050821,159417.91681791955,
921,356.1709849039714,2.6630011000000002,0,0,0,0,31106.88462674412,0,0,0,11059.142152042907,667103.2457237522,
922,433.31089477539064,9.275014599999999,0,0,0,0,360367.75285801286,582186.6706704127,361523.3083474778,514323.98049928877,0,43510.99933755701,
923,579.298583984375,4.3149811499999995,0,0,0,0,0,0,0,0,22664.684220014933,3565498.595390246,
924,235.14404296875,2.56668765,0,0,0,0,0,0,0,0,316867.96892029716,2125325.413069575,
925,303.19131660539244,1.657062325,0,0,0,0,4114614.586907246,5122854.60531956,0,0,112590.22271571246,378119.4363916818,
926,248.90040397836304,0.50114719375,9399.54978576389,6314.698824865511,7454.262487116317,7214.64349440209,19743.006766817598,6710.891087152977,0,0,1210107.7068341356,16086.934562434304,
927,533.4193420410156,11.740092,0,0,0,0,0,0,0,0,1285849.7139024495,111449.59554556783,
928,400.3213653564453,9.0756507,0,0,0,0,0,0,484294.9766211747,1541504.581091369,0,0,
929,308.09121093818356,1.4457400599999999,0,0,0,0,1046680.7508335633,1992697.6977449295,1139131.4198675342,2267824.404562497,97523.10375211803,0,
930,276.20666122436523,2.43530975,0,0,0,0,1285569.062334523,1133022.7388012803,0,0,316283.3588123199,1.0933539418858841E7,
931,411.2579803466797,4.4973393,0,0,0,0,0,0,0,0,1063484.7663477378,1.920086867951294E7,
932,144.10181045552366,3.4057891,44653.29498546579,42316.60972594663,45787.418100064766,42773.29341399128,744436.8094490174,684712.1972451132,5902518.741477801,6360500.957264823,184057.086130273,436427.2565574546,
933,182.15364837646484,2.1804719749999997,0,0,0,0,412965.98838445364,663946.2336975804,0,0,3607.975485961595,2616993.207375871,
934,473.1958198547363,3.518715775,0,0,0,0,0,0,187343.2003615299,337070.3236450307,1828.0727140545655,31269.281675032344,
935,807.5200347900391,10.5090365,0,0,0,0,0,14036.389924921297,0,0,0,3742053.8147102217,
936,500.30672454833984,2.76340095,0,0,0,0,0,0,0,0,370852.30573213537,65636.33205214512,
937,287.1966094983317,0.9914931933333334,0,0,0,0,8220288.207304686,7602691.189962451,0,0,0,12836.327632736176,
938,820.5922546386719,11.665728,0,0,0,0,666520.0905881285,649670.5216394651,601330.0556818374,549773.9682094962,34037.3600288944,318999.7562377792,
939,394.24468994140625,4.22264415,0,0,0,0,228672.05142316266,261703.17929127417,0,0,0,0,
940,595.2925415039062,4.356014350000001,0,0,0,0,0,0,0,0,23423.672762696122,1573972.131627248,
941,184.03713417053223,0.967523725,0,0,0,0,4665359.764244986,4770290.68458944,0,0,1123095.45305178,2253329.147092134,
942,384.25909423828125,3.9034434,0,0,0,0,0,0,0,0,121584.1879834191,704154.9196007558,
943,325.1859130859375,3.1189641999999997,0,0,0,0,0,0,0,0,427093.11424829357,2359632.8323407564,
944,629.4019775390625,10.288307,0,0,0,0,0,0,0,0,1581006.6065169494,626281.4940352786,
945,288.15911484063724,4.115408625,0,0,0,0,0,0,119606.88257354552,16704.945697032435,282683.518263772,3.545693154312289E7,
946,272.1643798828125,4.33391316,0,0,0,0,318782.413254861,0,281702.5472561607,114835.03796358634,482590.823793644,7.753022053130272E7,
947,295.2266601608643,5.03553349,6160.468906384732,6347.8849043333175,4234.286666482076,4723.329546590638,1182.1869962564354,3874.852194758899,24088.9723416562,23000.28266226048,1355274.8779073255,82927.13616599448,
948,279.1802749633789,3.56126435,0,0,0,0,0,0,0,0,950627.8572978583,99122.09151299117,
949,485.2875086500448,8.74677035,0,0,0,0,79175.06815772747,27539.223454768457,473581.4957499852,2086565.4291116036,653.9483507145483,33252.14149912843,
950,599.4098785475586,6.70359918,2040.2390459106084,3658.4356103613195,1766.9368847372443,2259.1958392129377,601844.8758104024,692504.9435354124,2567527.674788578,2805716.1750046336,351129.46936011827,1213324.999309255,
951,474.25402069091797,3.0004098,0,0,0,0,0,0,0,0,647579.6054540604,196931.28118127302,
952,470.29668808212284,4.95064685,0,0,0,0,0,0,1047.1426522487404,5633.641357810766,16039.782852957354,1661388.6706800696,
953,361.1756896972656,1.6602428,0,0,0,0,0,0,2328004.859176176,3082521.8757541943,0,0,
954,332.20619202091467,3.0217499,1048.682500171834,435.1647792627167,3053.486497285767,841.7555364447792,0,0,0,0,126621.09190670979,1631604.6542953467,
955,500.35913467575074,8.130468800000001,0,0,0,0,0,0,6905.019916150162,3564.6549624881527,602086.6775295296,32423.606043966905,
956,400.2543029785156,2.4696383500000003,0,0,0,0,0,0,0,0,823093.6047097351,5374211.121563702,
957,406.3317337036133,7.246480400000001,0,0,0,0,0,0,0,0,309174.8563913002,851098.0739993908,
